datetime,open,high,low,close,volume
2026-05-13 19:55:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 19:59:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:01:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:03:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:09:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:14:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:20:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:24:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:28:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:30:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:32:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:38:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:43:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:49:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:53:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:57:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:59:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:01:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:07:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:12:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:30:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:59:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 22:28:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 22:57:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 23:26:00,122655.0,122655.0,122655.0,122655.0,103090
